	alpha	beta	genescale
noninf_800	0.16187184082080067	2.833935707170128	3.131341474449777
noninf_801	0.238910636861401	5.632823582027152	1.3084278264300595
noninf_802	0.07004116949080871	3.112223017743429	4.811191173625576
noninf_803	0.17774616240054497	2.3012726895261526	2.897603605411971
noninf_804	0.3586622226816235	1.8496036405165368	0.7499396516284342
noninf_805	0.1942540677713246	3.7813203278158376	1.8898539512690242
noninf_806	0.3364026571999716	4.50328095528495	1.8332570037046811
noninf_807	0.31411745111645256	3.8838908267161107	0.46551757239012165
noninf_808	0.10504232144674318	3.615399109454575	2.3964690501617363
noninf_809	0.18721634846041676	2.738553949768587	5.269053249470313
noninf_810	0.2351492806528889	3.9609087029944927	0.6088313727746941
noninf_811	0.12865444639058213	2.655706029182742	2.2011628982653444
noninf_812	0.25205487532489307	2.1590265196738163	0.42246850050481444
noninf_813	0.21889924294411628	3.8313392574440504	0.36122715318665444
noninf_814	0.26426162377239787	2.4315245508227328	0.5199693856039715
noninf_815	0.16620482368375128	2.997451713716905	0.6695777952071603
noninf_816	0.16764591854120756	1.9005486099165902	2.1828406243969876
noninf_817	0.2195212963523057	2.4228784179915994	1.6279107500256471
noninf_818	0.2297758026317983	2.251452168507393	0.399140469639914
noninf_819	0.38792719424045585	2.6182125435273806	2.021744010988727
noninf_820	0.2800584842273635	6.029773823166975	1.6139207304282919
noninf_821	0.31433923892327315	3.6503632447928207	2.391752239589752
noninf_822	0.12015331558940107	2.187790505504156	0.6747431434041304
noninf_823	0.4609413089671128	2.9421339622135987	3.194749649619278
noninf_824	0.24296577500212443	2.233753526227753	5.801136828099666
noninf_825	0.3391164662807747	1.7639676837327949	2.2696981965047773
noninf_826	0.1692341033020767	2.3658208443059676	2.4671564783308755
noninf_827	0.20005439750860068	1.6929759717736919	6.4300348311686175
noninf_828	0.14053969389779958	2.043973510862185	2.3130943499871344
noninf_829	0.1914031888904158	3.0592030389836946	1.1557643886567945
noninf_830	0.23343843631507724	1.8777809014802114	0.9312399969632621
noninf_831	0.3279830990674613	2.8856497806059247	3.2064940998197393
noninf_832	0.23766306594057707	3.3067603441487994	1.43353559845169
noninf_833	0.2571000059195617	3.054041134874247	2.8177480418167233
noninf_834	0.23877707943016455	2.680648185447718	1.150241721251938
noninf_835	0.23476769156130936	2.4694761376755276	1.5848653551693284
noninf_836	0.1377950600900458	1.9357270135580584	2.641114282860289
noninf_837	0.20792555045682853	2.1000191771288526	0.971162470499369
noninf_838	0.11627666601170014	3.377497028651128	2.3243931550026473
noninf_839	0.12593622585738704	1.6123697435546656	5.7071469721970285
noninf_840	0.2955833163097914	2.599089394168651	1.6145193095038135
noninf_841	0.29635828589915386	2.8314037140610386	3.5349961002047823
noninf_842	0.14574044742206504	3.0233909545633	7.6239502354934965
noninf_843	0.20111727045147776	2.7452598531381107	1.31378932299152
noninf_844	0.2665653837735046	2.8334654216101036	5.209732791695883
noninf_845	0.2857117348389716	2.300419998985834	10.062981923085506
noninf_846	0.3104667524458928	2.456256517662933	3.136955099821619
noninf_847	0.23212422886811507	3.5343268810909256	2.302556938556135
noninf_848	0.19645983159737412	2.3886942613456794	0.9346612720125183
noninf_849	0.27368377687235085	2.8971373131010743	4.1659263801048185
noninf_850	0.19863271435771	2.6106742782850993	3.015230650037165
noninf_851	0.18714103877109275	1.9315946209206003	9.296336935867378
noninf_852	0.13629021081934947	2.0324557753179073	1.0040479875084936
noninf_853	0.1837590970062958	2.9612049735706245	0.6778822657583266
noninf_854	0.44886558092473955	2.977099765780066	6.2114446947974
noninf_855	0.1956911714097357	2.2433823913506736	1.5517146551186907
noninf_856	0.33259772818425226	4.206147048167534	14.0706374212941
noninf_857	0.15253243699816302	2.7534046940170613	1.0994961734192144
noninf_858	0.21613669611639907	2.8054784838713154	4.656191944406947
noninf_859	0.1847420560660714	5.037900694586127	2.8933345098150687
noninf_860	0.24161270707964047	1.9419108699434675	6.75033269275808
noninf_861	0.14971788802297453	2.0428350382740055	10.33752747299855
noninf_862	0.2813719335316406	2.818217361221544	2.5144150059230523
noninf_863	0.21756228988485027	2.1544354254896545	0.9487326730387144
noninf_864	0.46659255568963265	1.5763592333652483	2.23812930148895
noninf_865	0.10751793252430585	4.227890188445324	6.629412506897604
noninf_866	0.1302086115567457	1.6141199392554628	0.8508302256637921
noninf_867	0.2600696940512275	2.754715481322336	1.0520858419157952
noninf_868	0.32443614783656244	2.401165143754879	1.7173625927998164
noninf_869	0.20635102103252229	2.7154130251404602	2.000495702747612
noninf_870	0.2638450976590149	1.6266053806601468	11.327734222561253
noninf_871	0.14717406269447678	1.8446063697744504	8.11230819959978
noninf_872	0.47482895696830274	3.2138195647826984	2.684834694439883
noninf_873	0.19387216223418957	1.9202671293198632	5.508198453907378
noninf_874	0.2500028382985827	2.9232705217620825	0.8977907708700198
noninf_875	0.5120716251502582	1.8169477470784279	11.818637747111746
noninf_876	0.10746766916850412	2.4416824145832665	1.086013134457603
noninf_877	0.1646215384226205	2.509066958833726	3.639043693089283
noninf_878	0.28803977411447573	2.641765476015789	6.609389102930331
noninf_879	0.20594223143737694	2.1698924571664855	5.692204561563581
noninf_880	0.1351245450484289	2.8519258805067396	1.3050401997353374
noninf_881	0.20194800441903818	2.294213943928619	2.453576426588622
noninf_882	0.1632768869338746	2.460147321629608	2.0542830584394887
noninf_883	0.14715503364864796	2.9146872347633863	1.1080164440063895
noninf_884	0.1388766849704196	2.2017413838675157	0.6037909643802473
noninf_885	0.2960224719650587	2.769957060070566	1.2236290423527425
noninf_886	0.18462341470346408	3.2417650393454682	0.8653675125223989
noninf_887	0.1852136570339502	2.6667824842293717	7.128484996915652
noninf_888	0.13311218491091167	3.3533835514112	0.3980211818529651
noninf_889	0.24825346668337972	2.4838334685290695	0.8875608930964733
noninf_890	0.2347389163854862	2.050558224832586	7.417546183919974
noninf_891	0.1745624207157746	2.48932227405872	1.3392153224320689
noninf_892	0.24446520988196535	3.919444922801172	8.470558724110342
noninf_893	0.3592793728288797	3.094430857421604	8.766136865246105
noninf_894	0.200485179916915	3.83393344476358	1.644871496207205
noninf_895	0.18310862266028308	2.175418015848034	1.523489277044211
noninf_896	0.09757772293102666	3.4221557291613713	4.266061643749374
noninf_897	0.25022650865022394	2.4351626325947975	1.3819651396604853
noninf_898	0.3824803636230317	4.184687044885111	8.462931972093953
noninf_899	0.3480921245366416	3.5123763162345507	0.11786999943645034
noninf_900	0.12762211890327613	2.717567929865214	1.5771976253349547
noninf_901	0.199141445765818	2.2352375312405552	8.098964102602409
noninf_902	0.08808434507416142	2.128272205333163	3.7566240921364473
noninf_903	0.2068475280914045	4.027534363661832	4.212610496445127
noninf_904	0.17677578176152137	2.0563468406520924	6.070795122144266
noninf_905	0.2722368873084695	2.6777390377826893	2.6542696320823245
noninf_906	0.1640447811408387	1.795349093437867	0.764536721804152
noninf_907	0.20526233257931076	2.7846940536676863	2.378614073990844
noninf_908	0.14491217269421822	1.7608322919840202	12.785670127384405
noninf_909	0.13557196091514734	2.8874361863055906	3.455665597186207
noninf_910	0.21724686836802215	3.932754002493415	0.5219443895495353
noninf_911	0.13968118090697057	4.383657784203544	3.5740814164004098
noninf_912	0.3511820619508421	2.174515051893464	0.7678013474018848
noninf_913	0.20845461800771276	2.3504096228226112	0.5216122608582228
noninf_914	0.142069887029339	2.6332460838693432	1.749780228060131
noninf_915	0.23311533370745852	1.8063997282424555	2.6442879413686207
noninf_916	0.13499151167257348	1.9804737017283025	31.29362716477441
noninf_917	0.6307256369264054	2.5386393899311948	9.93792177705365
noninf_918	0.11601862693100413	2.4380599260044873	2.6659761600627676
noninf_919	0.22880282706047878	3.067303190551547	1.3512959322348406
noninf_920	0.3046034621031777	3.2176582015646877	2.9477388030781513
noninf_921	0.324556382261959	2.927859055322328	0.5112491094429826
noninf_922	0.20231628680512026	2.472913182382169	0.9206581092078513
noninf_923	0.22573326482383718	2.999990257877884	0.9875547388772571
noninf_924	0.24122553540769018	4.275178941678435	2.6427598578137963
noninf_925	0.28004690958429695	2.780368050506703	4.873355622590614
noninf_926	0.33947451836385995	4.420817879676621	15.712592804947414
noninf_927	0.17173023534110676	2.003379081526896	3.255681722448057
noninf_928	0.15750734883240733	1.9886801437008206	1.602874903616483
noninf_929	0.23615245123171907	2.217679559359106	3.598003847770849
noninf_930	0.4722892905061087	3.2737514151235496	5.245849954200898
noninf_931	0.19292853985658978	3.00772407589464	3.4520491574184424
noninf_932	0.25593014653756213	3.8971707699697746	2.8949447562802124
noninf_933	0.16574906506974865	2.9463846645817107	0.7511847836431365
noninf_934	0.10974566481762363	3.1402898247674367	9.460663081115344
noninf_935	0.19933401420818436	2.5343495985303175	8.82960725106053
noninf_936	0.17131425893720437	2.8496772667920895	0.47768715737429124
noninf_937	0.2765916317242124	2.6585933080900697	0.7180882707614541
noninf_938	0.22134362845436872	1.7185463969937889	5.68320150912897
noninf_939	0.1799746448763946	2.7505836215911046	0.40356715860574194
noninf_940	0.24829218675873369	3.2320003657563663	2.1451735825112173
noninf_941	0.272392459790023	3.5642094116820133	4.0774776188451405
noninf_942	0.2898395595969056	2.3479723733650415	1.3513114209452444
noninf_943	0.2874051393540269	2.7158702627257165	3.7434678076809447
noninf_944	0.14726003574968272	3.054660419771401	0.9119234710103226
noninf_945	0.38525356692143514	2.093558861681852	3.6974340870929625
noninf_946	0.3809582319567095	2.1992553976580247	5.219727070242196
noninf_947	0.23581847924195584	4.3400366822797185	0.3561177034379671
noninf_948	0.17072029889405135	3.594606079316046	1.4697840334187338
noninf_949	0.20896961606591916	2.4137991809543586	3.535051298089793
noninf_950	0.18388123858651015	2.006417706865177	8.963341618379529
noninf_951	0.19055557323100195	2.2164195006940695	0.32530288643895766
noninf_952	0.13671603119993295	1.9255759771501348	1.3152163660133325
noninf_953	0.16125327004153037	3.7656457337271356	0.43287615398294726
noninf_954	0.19284222960029604	2.589505599484528	5.267166413448446
noninf_955	0.14339360988214545	2.3531257001481296	0.17882921751215303
noninf_956	0.3251745852016775	1.8892008737343318	0.7794571931317722
noninf_957	0.14156804100545464	3.9245886576780196	1.5637128131528186
noninf_958	0.2042581853300775	2.3511178729881754	8.233579460341142
noninf_959	0.16787604300071216	3.0699121191355223	5.25304750151319
noninf_960	0.55663237238675	3.208050894660445	2.0202495669533946
noninf_961	0.32225360275296927	3.7488820151865574	1.1307713708388745
noninf_962	0.3402379604543542	2.0203018561763315	0.5506448406152775
noninf_963	0.24931071692099938	2.20937677743051	5.900081236310529
noninf_964	0.5254530968092315	2.9693212654171512	3.850690954676343
noninf_965	0.4815956643604052	2.3222140155356623	2.6118695582507376
noninf_966	0.14900868763255998	3.240401626503039	5.805350449483553
noninf_967	0.2064696172705382	2.9299591340955806	1.0739918256954792
noninf_968	0.3620680321473436	1.7159460221701317	2.0181226056258272
noninf_969	0.20804803538085836	2.331668279252133	10.379927017503103
noninf_970	0.10774582429032595	2.2262237214198057	11.676172185406466
noninf_971	0.3307468519828745	2.680558631453501	14.897755845423404
noninf_972	0.33212026224059527	2.668444602945642	0.4421757484573838
noninf_973	0.14821056595539617	1.890151664002945	0.487929368968511
noninf_974	0.24734187976119987	2.6339068610638483	4.679830696003441
noninf_975	0.18701892000146791	2.9910655836182105	0.5427807866663429
noninf_976	0.28164872256506657	2.8663068001543603	3.5210097331130896
noninf_977	0.20577281758426674	2.0796096544843783	0.8200226781366885
noninf_978	0.20622015151427275	1.8597077208501451	5.937973508720274
noninf_979	0.14504056384620084	2.2543345910952333	0.6721351557463812
noninf_980	0.19637731189536073	2.2302614291027845	2.2897044689141812
noninf_981	0.20148165615921398	3.567639260970598	7.352108964790572
noninf_982	0.36347729840322857	3.407917115964174	0.9217848938914652
noninf_983	0.20091565481621104	2.7902391178524963	1.5687881000277664
noninf_984	0.14380311163895074	2.8619965650556867	2.2782762421886282
noninf_985	0.11328332183150812	4.751629081549665	0.8709146126320725
noninf_986	0.13661138144243926	1.9544161394657107	10.716900773276853
noninf_987	0.15290620899401536	2.8081354236098948	1.3401276199724934
noninf_988	0.13962920637414555	3.7659645335588774	3.295949506309851
noninf_989	0.41562832696213875	3.0669061040260845	14.622474805568444
noninf_990	0.31666763027385697	1.8629403870310048	5.131695557944204
noninf_991	0.10787362633412886	2.1129668256141745	5.049741995583469
noninf_992	0.1293545102406825	3.637784786295191	16.244785446224324
noninf_993	0.12517520181760186	2.4711663885441704	1.2672451495170722
noninf_994	0.1588429124564599	2.5316075897347954	0.4925313120120338
noninf_995	0.14278402359446185	2.193907309880507	0.3394659829487281
noninf_996	0.16503356157961327	3.2855359054651414	6.773310657393073
noninf_997	0.19641152740808815	2.9345715221358746	0.6516993224264276
noninf_998	0.07471873342641336	2.2068310306250645	0.5324841580477859
noninf_999	0.25404235616965243	2.3336725654207306	2.607732428031782
noninf_1000	0.1306055099718657	1.9242738405253834	10.67991816028289
noninf_1001	0.13377855304417188	2.518563520529081	1.4745742924963996
noninf_1002	0.23924456680201917	1.9114707902956762	2.911753265088053
noninf_1003	0.12870876206992118	2.320434428654756	1.527884869299053
noninf_1004	0.21169971039181237	2.1886852522735283	0.9971669381475381
noninf_1005	0.19664023232267874	3.277615080732439	0.5281428852932049
noninf_1006	0.13647733969380785	3.539959739323311	8.234148783712934
noninf_1007	0.17885939100620896	2.352003224824384	8.25936796956069
noninf_1008	0.16342964493725126	2.168472888874608	2.811842259407902
noninf_1009	0.32709473257619176	2.0328555002260806	4.349791764066782
noninf_1010	0.35361503720991133	4.846118337732297	4.487970565883065
noninf_1011	0.3072638384299656	1.831491324103216	3.954506345653528
noninf_1012	0.1395201532824286	2.8629072230994543	3.823630388954356
noninf_1013	0.22664900970397547	2.903642819321068	1.9856721766650178
noninf_1014	0.14776560486901835	2.9034358458949976	2.2059865181944525
noninf_1015	0.2994072940027027	2.7608368171482405	1.7674181420123183
noninf_1016	0.12347107664436525	3.669295360475113	4.668618016385208
noninf_1017	0.1242399913604682	2.314275656517383	5.806487778507821
noninf_1018	0.10372314112968757	2.525348839690017	1.2742270383608019
noninf_1019	0.18304321180847152	1.7574525057521497	3.4019280643209076
noninf_1020	0.16552772226447732	2.7594891001833846	0.4769077840900485
noninf_1021	0.23348721055503566	2.645756456042321	6.178160747446478
noninf_1022	0.2162546686159315	3.4089423650248873	1.91334584149892
noninf_1023	0.24816020983410403	2.75246609222041	0.24845989826379938
noninf_1024	0.09478453115047401	3.0060071052875315	3.5934316581524155
noninf_1025	0.12265259621965183	2.9905519299900036	0.5947690140165416
noninf_1026	0.10010892795397434	2.3828179222472183	7.08301931255291
noninf_1027	0.21505952699608993	2.8900827879263975	1.3188756896690719
noninf_1028	0.22929501546796613	2.4032496352389465	3.553502044683059
noninf_1029	0.08941585706970814	3.466466257606248	4.616270127935806
noninf_1030	0.06741428931115631	2.8168522527860533	1.761711389088505
noninf_1031	0.12164310959007987	1.740393087498231	12.923027508390055
noninf_1032	0.15934051943188304	2.3262007215032154	2.5163931774917634
noninf_1033	0.20582665311427495	3.38011344949774	0.4845450925049092
noninf_1034	0.1576332719481637	2.265148977407032	0.46361259596563487
noninf_1035	0.24978092144497782	2.443901877445925	12.835535800268607
noninf_1036	0.35599405192479805	2.4015671282291375	1.0816437138578627
noninf_1037	0.22730802397728245	2.848034283206643	3.7551635706988478
noninf_1038	0.19282729156205036	3.1892852288203226	7.4029149989347545
noninf_1039	0.14250693492346023	1.7473386682372363	4.850232166472606
noninf_1040	0.24168874341904809	3.034282793616295	4.240706254339857
noninf_1041	0.23935913725678673	2.140291576350692	0.3351764362982589
noninf_1042	0.12804124445832477	2.469050667828343	9.087867386724492
noninf_1043	0.2161269435984692	2.089748606462054	0.717636750849417
noninf_1044	0.18683102511978558	3.0403651570737367	7.414553790937289
noninf_1045	0.233747100272687	2.625302432992739	2.262975309766297
noninf_1046	0.21976165575805273	3.6372604028088187	0.35033983444134525
noninf_1047	0.14524508076188086	2.531132844551122	1.0304214085461318
noninf_1048	0.19975538921201066	1.9297488562012943	1.4214909258812112
noninf_1049	0.6144047076518159	2.2671749586414016	9.627992765259272
noninf_1050	0.19464991159867262	2.2560767803204342	1.663982139629295
noninf_1051	0.12702931649311158	2.79516479260828	15.923552734733708
noninf_1052	0.09601052884563473	2.2049586594641983	1.7159516222907787
noninf_1053	0.20394854454695205	1.8777301853461017	2.7808363044287616
noninf_1054	0.2919808177123301	1.9971111785474247	23.13110538369898
noninf_1055	0.24503102163458462	2.5384878471269507	5.079072666558592
noninf_1056	0.15395038072445252	1.7330315317852503	6.49644311735317
noninf_1057	0.21555394337648262	3.434352304414279	2.492097607252029
noninf_1058	0.1777143966534451	2.300733658741552	2.993641616311082
noninf_1059	0.22345290994624967	2.6876732199049087	1.5861766847597658
noninf_1060	0.19308702449267448	3.129327189728004	1.475766691097657
noninf_1061	0.14835684494924237	1.7474158328332732	6.915910292327996
noninf_1062	0.13358446621914302	1.7565880277568615	15.767352466130617
noninf_1063	0.07889124819371326	3.664517638676404	2.3838758646425298
noninf_1064	0.12310556389560635	3.320039647905747	2.4642811063885817
noninf_1065	0.13991651128341814	2.489972383630483	2.8297478480563383
noninf_1066	0.1954675787031778	3.767200172605236	5.31427239426849
noninf_1067	0.215078979019558	2.928930346165199	5.074176194835182
noninf_1068	0.19082654466205065	3.5719924976928397	1.793517325422787
noninf_1069	0.1654610412614742	3.176466114676246	0.395926835430935
noninf_1070	0.25513451063194353	2.4624091417802543	2.874140314622421
noninf_1071	0.2637963707898057	4.017075132011186	7.283311076647325
noninf_1072	0.06486117301960413	2.475950105314093	5.938056020078354
noninf_1073	0.24145750120635265	3.677625937728167	18.369756743623675
noninf_1074	0.11732407209385756	2.223163506305287	1.418686895428069
noninf_1075	0.11359136313911239	2.1964086481790415	1.929424159649941
noninf_1076	0.37248805879181257	2.5981939575574042	7.169993910536254
noninf_1077	0.24475883136758503	1.889924928711485	0.7486455316382691
noninf_1078	0.19174293963369066	3.0191219750183613	2.0508369663972843
noninf_1079	0.11498810790940629	2.730740118702373	1.4645959735460152
noninf_1080	0.3161367458150835	2.5678299462152516	1.457451388425444
noninf_1081	0.09399401982561797	2.1701653798771434	18.66397100150986
noninf_1082	0.1707965308557703	2.9978649834960587	2.934760296139218
noninf_1083	0.19678498753279708	2.577980319131938	1.1901777889291616
noninf_1084	0.16221929106182204	1.5541911944437996	8.995870936019118
noninf_1085	0.10280281735734612	2.664500849347328	4.763237133731381
noninf_1086	0.26550911663302196	1.9587743122343042	0.43725469853673654
noninf_1087	0.2151716069703011	2.3341575395616543	2.5982431587570836
noninf_1088	0.36849761566397543	2.587975044263504	6.319434612309862
noninf_1089	0.2601242760675287	2.8175548450974217	1.2408404852119443
noninf_1090	0.1715706763223709	2.4592901193006056	1.3489536602582588
noninf_1091	0.08137818921026396	2.4846768049210803	1.7985048606285436
noninf_1092	0.16163494310381255	2.0783388478150053	0.4363210771778511
noninf_1093	0.2219271231079553	3.5555289590025807	2.034357875247876
noninf_1094	0.08663632935819236	1.8812057323532982	24.485227499009262
noninf_1095	0.2095494553204475	1.8228975804953855	1.235928210994578
noninf_1096	0.15894141099780326	2.537369906733972	5.0268161488228005
noninf_1097	0.3853736452542219	2.2947713835370642	5.002369585599214
noninf_1098	0.13206155747619733	2.0885610902069187	0.9057567442008471
noninf_1099	0.22201991428559636	2.8096540108878965	2.076301598670217
noninf_1100	0.11864848136100606	1.8026564202040904	5.716560984846928
noninf_1101	0.1546403447106114	2.047564108738097	0.9584496962308113
noninf_1102	0.2774933545590255	2.420148201924319	0.788113811589778
noninf_1103	0.2679768782044965	1.7788802073589642	4.92888069944985
noninf_1104	0.333273834100215	2.96849775559751	2.969695524728947
noninf_1105	0.166582596764287	2.5329594837747123	0.8029311811057032
noninf_1106	0.14149512688382468	3.4480481358584636	1.3906274359982511
noninf_1107	0.21320688122725517	2.240088214410318	0.951454992293035
noninf_1108	0.1527018544899336	3.132055670048251	5.441832904948375
noninf_1109	0.22094392925199674	1.6504619326673793	0.961682386080071
noninf_1110	0.23693752466370557	1.8480707750888703	4.936681868441867
noninf_1111	0.12630896286058543	2.604892088897306	4.2392952070095316
noninf_1112	0.30770939821543375	2.3149989544161573	1.7927989356878076
noninf_1113	0.11524523078665541	2.136740994050575	2.027241431808919
noninf_1114	0.19349021165390387	2.1397171890898816	2.821843878018268
noninf_1115	0.11493436192243094	2.050317795719923	1.8534101187568979
noninf_1116	0.24928697892094426	2.6922929260790402	0.48995055446670865
noninf_1117	0.3547927031228612	2.0838289055732235	0.4975177767619383
noninf_1118	0.18738684878726192	2.197998621002035	0.22004262199404798
noninf_1119	0.2497239768500105	3.0893379404936607	1.2882760456774465
noninf_1120	0.18079871583104204	4.868966475600619	6.073410300475005
noninf_1121	0.09403748168282931	2.7561390438635742	7.3659624615751795
noninf_1122	0.2699686642906919	2.2093417491657545	2.7419059407725115
noninf_1123	0.23300762139979422	2.2975360165268133	2.6662577210959304
noninf_1124	0.0948943650289666	3.187695597026415	27.157092914870923
noninf_1125	0.21805765270111163	1.640690755262892	0.35298247125609794
noninf_1126	0.11569392227204252	2.3695743480666707	5.841084585074742
noninf_1127	0.3096842643189809	2.04542604065281	2.4385246247826995
noninf_1128	0.13907859795782476	3.131472842483171	1.3046424150697007
noninf_1129	0.08560706454310825	2.8330656926045013	3.9663569272788926
noninf_1130	0.20872177295677827	2.5719821901245665	4.2590553771731905
noninf_1131	0.19393244321300349	3.0148277338636205	1.2389165950974865
noninf_1132	0.33154542378459556	2.541081084938257	1.158251883606328
noninf_1133	0.1259012162827118	2.242754644081878	13.937360615768656
noninf_1134	0.1939065606822732	4.169613391135226	0.954704247401251
noninf_1135	0.27339513178292185	3.515958609628284	4.156325073622079
noninf_1136	0.20124031982108304	2.213934198804189	2.6553860268894756
noninf_1137	0.18729252087160603	3.9246725871738772	3.407255096970395
noninf_1138	0.20576365122049728	3.111824381879117	1.2266206614518262
noninf_1139	0.15884876201256318	2.9887523169927874	0.22934471899027553
noninf_1140	0.11875272527118653	3.8117070098724133	0.7492231762511965
noninf_1141	0.12429987493335445	2.0726733352832727	1.4080274756226565
noninf_1142	0.33111591328946716	2.7072597182174944	0.8336491191383806
noninf_1143	0.27510849044605384	2.517666962062392	0.9731692183095463
noninf_1144	0.24329895678679037	3.871059137703335	1.2113254180366468
noninf_1145	0.2766791193492591	2.452500568938306	9.055672956870973
noninf_1146	0.2748261355088343	2.778256259932565	8.428018800645644
noninf_1147	0.37094942795346086	2.439229728239022	2.041353425562394
noninf_1148	0.09601259350504956	2.296393918756121	8.626267971958407
noninf_1149	0.3336510708314505	3.1335671337970803	4.149900351119038
noninf_1150	0.26337028680412344	3.0297770516601377	4.309437169588685
noninf_1151	0.17304318404392988	3.1014204059183483	0.31174144159123846
noninf_1152	0.18958809012102487	2.677964341477524	1.9029885078513187
noninf_1153	0.287455424241608	3.765712128489641	2.034377939059916
noninf_1154	0.1001085682776901	3.812653221181909	2.451935460999878
noninf_1155	0.25593119929043917	2.187682892501251	4.135477856662223
noninf_1156	0.20967302754310943	1.8528694788151228	2.338676905371772
noninf_1157	0.25950571121314664	1.7035736852659666	7.445427414203798
noninf_1158	0.2218911605845787	2.745884107046301	2.7115368685646626
noninf_1159	0.36575018891889965	2.5103826806964973	5.336180218120419
noninf_1160	0.21447968903933107	2.5434483004732096	2.9152784960461564
noninf_1161	0.2847722138044459	2.7092169737802894	4.716334429017918
noninf_1162	0.10068935099389098	2.6218900142227977	2.4257215306140414
noninf_1163	0.11698908142762507	2.003885405737209	1.3148960080703456
noninf_1164	0.2398036533078647	2.321640155088261	0.7982725107556458
noninf_1165	0.38328508726169613	2.943911812868822	2.519792252907385
noninf_1166	0.21224963309154837	1.908555686298457	4.003867246488112
noninf_1167	0.16021085690199455	3.1300188381759297	6.1048182429181646
noninf_1168	0.1818882467013651	2.235745685061856	0.7891465257665539
noninf_1169	0.17125634571645584	3.155225164738302	7.604922331149326
noninf_1170	0.14580441787036774	2.8963177669162046	0.2133929026041613
noninf_1171	0.1731143211084403	2.959071668674984	3.6615009163461965
noninf_1172	0.3037876116773451	2.3401724302009193	0.5849401540566005
noninf_1173	0.353522815022344	1.902585417771768	5.276389508124943
noninf_1174	0.1098911886784931	2.1610349529129564	4.3587911856849555
noninf_1175	0.2729013329543069	2.8196769740073155	3.5851811522162196
noninf_1176	0.16258492774537542	3.02896514418179	0.49572135816562446
noninf_1177	0.09279228279918054	1.9165732791100647	2.4566926400371076
noninf_1178	0.452073713383823	1.9351826723057104	5.192773640664926
noninf_1179	0.2547069511896886	3.918763652211294	2.7002015746156003
noninf_1180	0.1479784156203878	2.3755655511257388	0.8884208767842107
noninf_1181	0.27022678579375836	2.8441626608626436	4.376044034158576
noninf_1182	0.18019511547656078	2.336996118771123	0.6275120270102361
noninf_1183	0.33929978478186423	2.253710880549285	1.405463051024969
noninf_1184	0.18060155280757811	2.737356728084539	2.146990472462194
noninf_1185	0.21573834415264248	1.9613032205616592	0.6148823783759286
noninf_1186	0.126759132701449	2.705829071875712	11.0027956442349
noninf_1187	0.1230790154011265	2.167492155702927	0.43746209370862366
noninf_1188	0.2527134685907719	2.596336472020284	1.562267922357917
noninf_1189	0.1197820648381786	2.279921160827622	0.9084277317759106
noninf_1190	0.15964510638791773	2.1019022738398356	1.2867532143656006
noninf_1191	0.515395592283846	3.7565352886912713	19.830666658480496
noninf_1192	0.21826926867092686	2.448511193163114	3.466152674207564
noninf_1193	0.17840873799664692	1.6285032464796934	1.5511081673002773
noninf_1194	0.18688565612787325	2.5124395988624286	16.934013105082062
noninf_1195	0.13655154178088552	2.901937678655793	8.103303380122018
noninf_1196	0.24686450157397807	2.696894025910428	1.053624601356166
noninf_1197	0.3324868441068361	2.8269201370201475	7.690501379096002
noninf_1198	0.12352420072704456	2.4678884912335963	5.870683793903497
noninf_1199	0.1913220580793964	4.7555021619430216	0.45607478074405555
noninf_1200	0.16732978383413682	2.472496734682662	3.915577266588589
noninf_1201	0.17787599565301698	2.518693211922211	0.8041298339451048
noninf_1202	0.30116890065794744	4.482362896245754	5.60194624132059
noninf_1203	0.17550728072948704	2.1293653739123526	3.522412928293956
noninf_1204	0.40864958934982104	2.205110146176966	0.8602388338854201
noninf_1205	0.08641205828374043	2.8142141226931354	4.2816006288221695
noninf_1206	0.18895443623271574	1.9495892534762018	2.787645853897169
noninf_1207	0.1316721835151414	2.4394714832817135	9.168908913725515
noninf_1208	0.23294512050618124	2.17197958592818	2.0209664722571627
noninf_1209	0.1565951983710163	2.2414657996370595	2.7277198311619375
noninf_1210	0.38214657724765116	2.0657016156804473	0.677595193052024
noninf_1211	0.14701964629004038	2.7089324683678826	4.895706410786831
noninf_1212	0.0887895362925694	1.9687867356328033	3.055700051753672
noninf_1213	0.09654619146997036	4.251465947531887	0.6865005412178502
noninf_1214	0.17196682306086264	2.995635566331882	1.1242148292057548
noninf_1215	0.15198663740226018	2.5980560925020564	1.4664509789952058
noninf_1216	0.24251014210982405	4.901181219780176	6.747944198890771
noninf_1217	0.25790882543958427	2.0663239058213367	0.6675446491184179
noninf_1218	0.38205553881313925	3.263309235723227	1.9874686953761154
noninf_1219	0.4510241456525606	2.9035268866677506	11.973984001832015
noninf_1220	0.09498202502475071	2.1409327021885187	1.0437448795214848
noninf_1221	0.3586600811172955	1.5630477312596904	2.5720288494214496
noninf_1222	0.12363934067678922	3.1647064609439854	2.342602555036985
noninf_1223	0.1383396149117803	3.57235451677383	11.530831238764321
noninf_1224	0.3408561950421683	3.1916757067774757	4.126091696822368
noninf_1225	0.33819047882056885	1.7402034665806267	0.7210389963466226
noninf_1226	0.23306811318444218	2.0401472094016437	0.1472839280756856
noninf_1227	0.2503446781567316	2.60425932402207	2.363688499792179
noninf_1228	0.20124101731189165	2.7253687334192955	0.8512187068322674
